loan_amnt,term,int_rate,installment,annual_inc,dti,open_acc,total_acc,loan_paid_back
13979.92,60,24.97,177.53,99435.12,15.82,13,42,0
30440.03,60,15.23,1170.81,150979.13,7.43,21,49,1
26299.11,36,21.45,863.56,77332.88,39.1,10,27,1
25860.37,36,5.93,170.47,34479.68,19.12,22,14,1
22583.68,60,10.72,648.46,149108.97,37.44,14,44,1
1444.2,60,12.43,785.53,70874.1,10.39,6,18,0
28163.78,60,24.51,1055.69,192509.7,4.34,6,14,0
15665.63,60,5.07,1175.84,123923.93,25.48,11,33,1
37761.78,60,11.16,159.17,77591.65,34.05,6,13,0
32901.41,36,23.61,746.84,159919.55,26.49,12,26,1
23920.08,60,11.13,266.85,46822.78,29.71,24,8,1
10835.1,60,9.5,1137.29,195127.49,24.34,18,29,1
8944.98,60,19.6,996.77,124000.93,29.85,24,21,1
14275.01,36,19.91,1092.81,206908.49,13.78,8,38,1
19586.15,36,14.44,140.24,51762.17,15.58,6,44,1
12546.55,36,23.94,780.18,107984.72,31.21,4,9,1
21082.25,36,9.05,1265.65,61406.83,32.06,8,21,1
7449.45,36,23.27,1078.61,34074.98,3.3,6,18,1
39130.8,60,20.11,1296.77,,0.68,5,13,1
5209.06,60,12.36,332.97,187129.17,26.66,10,43,1
37345.82,36,21.14,451.74,94889.21,3.38,21,29,1
36629.54,36,7.66,678.68,76614.59,,6,49,1
21489.06,36,7.62,799.19,66994.04,7.89,13,32,1
29271.5,60,23.6,400.68,29892.4,20.37,7,5,1
18005.88,36,6.9,590.42,43613.95,8.04,12,42,1
25571.35,36,5.08,1039.95,43668.65,7.24,7,10,1
14282.46,36,12.78,978.71,173240.95,0.43,19,8,1
12745.2,60,7.08,192.4,156782.75,30.66,12,48,1
23550.96,36,22.26,1478.98,150684.48,5.44,20,22,1
20427.06,60,23.45,857.24,188926.49,22.75,9,39,1
23601.92,60,14.65,740.84,77769.62,11.99,10,20,1
12179.76,60,13.51,1451.85,98769.25,7.32,7,9,1
15311.36,60,15.78,236.28,49141.39,13.87,18,8,0
4272.02,60,9.52,829.2,155173.5,10.3,13,41,1
3038.78,36,10.96,1213.46,234568.28,17.33,14,15,1
10884.83,60,7.02,616.39,218521.7,27.61,3,20,1
3895.63,60,13.93,1112.37,147649.73,2.04,20,27,1
5047.21,60,17.23,1351.77,168259.78,7.33,19,8,1
32704.21,36,23.6,414.63,248231.06,3.21,6,25,1
2516.07,60,19.78,384.95,138991.59,38.71,7,38,1
26698.77,60,19.46,560.21,220235.29,22.96,21,30,1
11629.75,60,11.16,645.11,135151.17,32.81,18,48,1
34990.28,36,22.77,193.24,31009.73,10.67,17,43,1
19914.7,60,23.94,369.99,234972.13,35.82,8,31,1
12917.48,60,23.65,1313.65,45732.46,25.16,9,16,0
21187.92,60,5.78,862.89,181963.24,16.24,5,24,1
15896.36,60,17.09,423.7,74730.56,24.02,10,49,0
23007.74,60,17.86,1417.08,227238.44,5.1,17,40,1
5466.78,60,10.9,1168.24,66112.43,12.53,21,49,1
39882.63,60,24.85,562.77,52217.11,21.57,20,41,1
17596.68,36,10.82,1155.2,120903.98,25.62,15,44,1
14580.99,36,9.33,906.2,134236.58,8.67,18,28,1
28698.18,36,14.68,1035.21,208353.32,39.67,19,23,1
15192.08,60,11.46,502.53,195352.63,33.32,15,22,1
33497.7,36,23.48,337.96,95501.83,23.2,3,47,1
18716.56,60,13.8,402.76,108538.46,38.93,3,10,1
29062.78,36,13.2,153.09,152634.18,20.5,9,19,1
5190.68,36,17.52,722.43,146862.49,37.89,3,42,1
33998.65,60,6.62,627.16,218270.72,30.07,2,41,0
29693.0,60,20.13,33.73,128668.97,8.69,22,29,1
9256.95,60,20.37,1288.86,225507.07,16.22,23,38,1
6666.15,60,14.48,1032.35,67166.49,10.51,11,37,1
13335.4,60,24.11,686.71,219553.92,28.87,17,31,1
39066.75,36,16.59,1451.52,89987.3,30.67,13,13,0
11016.43,60,18.9,1412.6,201529.26,27.37,20,37,1
18788.96,36,23.49,169.79,150039.1,21.82,23,45,1
2170.79,36,18.33,934.25,221379.23,16.08,6,21,0
16491.87,60,13.64,1231.02,73188.37,39.37,23,40,1
23281.48,36,5.5,284.24,181344.77,1.12,14,7,0
38171.86,36,19.57,218.1,215260.73,4.95,20,34,1
21152.71,60,24.3,411.87,198638.81,23.95,21,44,1
32945.19,60,14.4,441.12,150179.85,30.23,4,20,0
22337.98,36,11.8,1448.53,175341.82,38.3,19,25,1
2590.62,36,15.39,1177.3,65198.93,19.62,15,47,1
13285.32,36,19.57,117.81,69786.64,10.64,6,43,1
23446.43,60,5.01,1186.13,81476.82,34.53,16,13,1
38073.16,60,22.74,279.37,210443.15,17.62,22,49,1
34506.08,60,22.73,555.15,58511.12,5.16,6,10,1
9905.87,36,15.83,498.22,88752.2,20.88,18,34,1
9584.28,60,7.45,430.4,231699.87,21.02,8,28,0
8845.75,60,18.44,483.87,193704.14,9.17,12,14,1
36977.46,36,7.76,1138.68,188618.91,5.68,12,38,1
34253.98,36,15.15,421.83,124682.53,5.7,19,45,1
31220.45,36,6.87,1207.06,181543.16,32.93,16,43,1
16316.67,60,16.78,163.79,,20.04,4,36,1
20670.85,60,11.36,904.9,36436.86,29.45,14,30,1
19108.94,60,21.62,1298.61,152601.01,38.5,8,32,1
10882.53,60,21.0,146.57,124016.87,31.68,15,9,1
20696.09,60,24.97,963.28,46211.44,6.28,6,7,1
2189.37,60,10.15,782.08,99180.95,16.8,18,11,0
6140.6,60,6.24,517.95,225803.4,19.84,20,26,1
35576.99,36,13.86,177.99,204851.57,28.05,19,34,0
30315.51,60,6.67,1024.43,230197.75,38.6,21,32,0
17491.87,60,8.57,484.79,184928.34,11.4,17,28,1
21168.86,36,16.95,528.21,165487.34,34.45,10,29,1
15429.96,36,16.84,1084.86,52024.65,2.89,23,38,1
29890.41,36,5.87,1419.67,44658.22,34.88,17,31,1
31583.3,36,13.86,520.45,76753.29,27.78,14,49,0
30768.12,60,15.6,1127.7,92265.35,1.14,19,12,1
29181.86,60,10.36,1436.22,159618.17,24.43,3,47,0
8975.67,36,22.44,173.81,221781.09,37.25,19,36,1
14180.83,36,8.22,807.93,224868.04,17.3,21,44,1
19323.97,60,10.08,46.41,176942.04,4.69,14,49,1
13900.93,36,8.14,1243.01,152000.21,39.54,20,18,1
30442.67,36,7.33,451.73,76209.38,16.67,11,6,1
13844.79,60,22.58,519.17,235727.23,21.11,23,44,1
6391.05,36,10.56,1040.31,174355.95,38.69,13,28,1
16562.58,60,19.45,1190.09,142695.15,23.39,21,47,1
39216.66,36,13.56,617.99,43909.97,27.05,23,7,0
9809.38,60,17.72,1008.31,209953.16,28.4,17,5,0
24874.19,36,23.56,1435.84,100268.25,30.14,24,32,0
17885.95,60,21.89,1333.75,227134.94,32.01,20,30,1
3769.96,60,6.38,1060.9,58735.42,,10,29,1
20027.19,36,21.9,1416.3,31176.86,37.37,5,31,1
28384.41,36,14.04,1317.63,119987.46,21.81,13,14,1
21015.58,36,12.0,1101.64,38009.74,21.35,4,44,0
35012.14,36,18.45,1378.35,34214.68,33.42,4,28,1
12268.54,36,24.0,1231.56,184158.42,12.27,17,36,1
4363.72,60,6.88,768.31,79196.4,26.24,4,49,1
37526.06,60,20.36,768.35,166935.66,12.68,21,15,1
15749.66,60,9.07,42.92,151291.51,30.43,6,5,1
23479.82,60,12.6,74.47,52373.13,17.32,18,49,0
31888.12,36,22.48,1126.95,108729.18,7.47,17,6,1
13648.23,60,15.92,845.51,35194.69,36.36,5,19,1
28930.42,60,6.35,1148.61,,30.13,2,12,0
6281.34,60,15.16,1426.0,61943.28,0.57,19,17,0
12360.46,36,20.79,695.22,42151.14,2.58,10,30,1
6643.71,36,15.58,160.02,92906.6,15.16,10,38,0
32637.99,60,8.34,951.04,20786.43,31.2,9,28,1
9683.32,36,13.9,176.61,194286.87,11.04,14,5,0
28978.74,60,23.49,943.32,56382.25,39.63,3,9,1
37788.64,36,18.16,805.78,163942.45,,6,45,1
21583.12,36,19.6,1076.96,211493.91,34.59,22,45,1
22061.14,36,20.72,545.91,230964.8,0.37,20,23,1
18980.31,60,6.81,241.48,,38.56,20,16,1
13709.72,36,16.63,377.23,201305.28,23.66,3,13,1
19550.55,60,12.52,1034.94,124597.5,23.65,19,6,0
24509.49,36,7.78,732.9,132741.58,3.95,17,12,0
39453.67,60,9.05,825.0,145757.6,24.38,13,47,0
37572.82,60,20.62,504.81,174131.52,21.15,18,14,0
34623.97,60,8.23,1259.95,174081.0,21.66,8,33,0
35676.09,60,11.25,1499.2,200636.92,,7,27,1
19246.12,60,10.7,488.94,161897.12,21.73,5,31,1
26640.33,60,5.97,1086.42,223005.86,2.89,15,41,1
35907.6,36,14.24,281.52,183124.3,0.86,22,20,1
16325.08,60,20.32,1121.37,,8.53,17,47,0
38508.74,36,5.44,663.35,192600.46,32.07,23,36,1
17215.66,60,7.25,919.8,189902.0,24.14,14,17,1
24442.22,60,19.4,379.21,217891.36,35.77,2,10,1
28682.38,36,16.87,1281.94,170836.34,15.56,2,27,1
38073.09,60,19.3,284.8,61302.32,13.99,22,40,1
10540.03,36,9.6,1395.05,39082.72,28.0,24,28,1
30099.11,60,21.08,120.04,92640.01,16.28,2,15,1
21311.81,36,14.6,453.33,207310.59,15.25,2,34,1
11473.73,36,17.21,857.53,24992.81,18.64,13,19,0
31287.67,60,6.84,1291.95,54509.11,4.59,22,21,1
22536.67,36,9.1,878.23,44406.64,8.11,21,34,1
26777.98,36,20.47,347.69,28550.24,24.13,18,26,0
13593.14,60,9.48,1292.78,206365.28,24.34,20,19,1
19769.68,60,6.85,906.36,84304.74,23.61,21,7,1
25076.82,60,16.94,371.55,187652.99,7.99,21,25,1
16791.52,36,15.96,855.91,52639.79,17.42,23,42,1
8736.53,36,17.16,1022.69,114054.76,36.84,10,13,0
38503.98,36,17.37,1030.38,46787.09,34.44,19,48,1
20947.23,60,15.0,1094.29,20570.49,22.3,16,19,0
29622.89,60,14.88,1346.73,161027.31,36.03,11,26,1
17030.84,36,23.48,1242.49,130625.84,27.0,3,40,0
14850.14,60,15.68,923.31,115826.34,16.49,17,37,1
16879.41,60,17.35,77.28,38091.7,31.06,17,25,0
16958.67,60,10.34,1131.8,155287.11,12.08,15,26,1
22223.02,60,22.42,1463.19,199400.24,34.19,6,11,1
22195.32,60,5.49,479.18,35466.23,13.18,6,31,1
20389.0,36,16.14,922.14,115095.42,31.78,17,9,1
6256.65,36,12.68,1159.94,91657.99,11.25,17,28,1
20346.94,60,17.08,969.46,225131.63,36.68,20,6,1
7595.05,60,12.2,1386.15,80410.83,7.39,7,26,0
5919.3,36,19.35,725.81,237184.55,28.76,12,10,1
37373.18,36,5.41,811.81,210532.56,16.35,24,30,0
24593.05,36,13.12,86.22,43036.54,0.74,3,7,1
26720.11,36,21.63,1353.33,130546.68,13.27,17,8,0
16669.95,36,10.0,415.56,169270.34,8.11,12,48,0
36450.25,60,6.06,1468.28,156406.51,22.21,16,17,1
25879.29,36,14.93,327.1,176222.97,10.39,16,41,1
30997.62,36,24.53,402.58,118050.49,2.9,12,23,1
15373.94,36,6.28,742.4,228090.83,38.12,18,38,1
38440.46,36,6.4,1000.94,82182.99,33.81,9,49,1
32997.99,60,16.9,677.78,41643.19,1.81,21,42,1
34303.99,60,10.0,547.17,244934.0,10.86,24,48,1
7715.58,36,13.2,823.93,169950.53,25.22,21,12,0
11567.57,36,21.61,1438.7,171615.44,12.85,19,14,1
12139.44,60,8.98,1444.07,208031.13,11.27,8,25,1
11565.46,36,19.39,512.23,116931.53,23.83,8,23,1
34360.92,36,15.09,1029.83,,,20,15,1
2243.51,60,23.1,1091.21,238303.35,25.94,20,13,1
3967.9,60,24.46,990.52,108959.71,3.57,14,48,1
11682.68,36,14.7,196.13,38049.9,13.0,19,24,1
8795.05,36,16.69,823.03,90800.78,4.62,14,49,1
10042.52,60,19.92,1151.98,,11.86,17,42,1
32119.78,60,11.37,325.19,41840.81,27.31,4,14,1
22961.94,60,9.53,541.87,184842.22,30.56,14,5,1
1225.06,36,24.29,329.59,81272.26,5.8,5,33,1
17743.59,36,13.65,1333.78,191527.19,29.85,3,35,1
16907.51,36,5.03,1292.04,138347.53,3.37,24,47,1
5443.87,60,21.75,278.73,166412.42,8.66,24,30,1
27369.53,36,16.99,1148.01,75935.13,20.01,2,24,1
28381.79,60,8.37,565.04,58667.28,38.85,20,10,1
29114.84,36,5.6,1038.67,,38.94,10,35,1
29410.37,60,10.83,755.25,209882.66,19.13,13,16,1
1002.06,36,23.56,723.81,,32.2,18,21,0
38202.91,60,23.67,1325.49,87470.99,22.13,24,28,1
32754.14,60,11.22,966.34,212490.07,30.07,10,10,1
36255.29,60,21.72,376.58,211750.23,26.12,9,23,0
1610.09,60,13.84,192.82,51684.6,27.89,17,45,1
37420.49,36,18.09,1402.11,184148.11,17.58,18,38,1
32581.75,60,11.69,255.48,87224.84,33.32,22,7,1
33651.55,36,15.32,1109.09,127453.56,17.83,4,42,1
4638.21,36,10.88,758.9,118933.31,28.23,7,21,1
29812.34,60,6.22,235.9,158042.26,34.81,3,23,1
38436.75,60,7.79,1171.68,99840.36,26.22,17,8,1
27463.35,36,10.81,1359.59,36848.41,20.39,6,17,1
23251.89,36,24.53,208.61,174709.54,21.13,24,13,1
37879.56,36,24.31,128.62,240931.32,28.35,9,34,1
18274.55,36,21.55,1279.28,173609.58,3.69,4,8,0
24372.45,36,9.65,766.4,144109.22,25.46,2,28,0
19577.19,36,13.83,1021.57,57632.96,15.0,11,19,1
37381.0,36,13.8,678.98,163790.9,5.41,20,13,1
3967.3,60,12.74,636.27,160549.98,36.5,9,24,1
20543.67,36,5.9,470.5,162313.22,19.91,8,35,1
27791.15,36,15.69,857.5,225232.01,18.28,6,36,1
31884.35,60,6.46,264.92,184753.62,21.7,13,11,1
23737.73,36,21.04,1084.33,200181.97,24.9,17,40,1
36447.79,36,18.83,837.66,92067.95,7.79,22,9,1
37737.67,60,12.05,1275.86,82186.25,25.02,11,6,1
3508.45,36,17.94,1383.89,67559.61,14.1,19,13,0
16692.45,36,9.66,1353.86,199025.31,28.59,9,30,1
1914.9,60,10.31,913.81,180675.35,30.87,21,21,1
13847.25,60,11.28,498.54,98681.61,0.3,17,36,1
21937.86,36,20.94,555.04,52454.4,28.65,3,34,1
36521.0,60,9.21,989.23,214733.48,14.1,22,9,1
34015.62,60,16.26,1076.59,108383.94,12.15,3,47,0
5972.49,36,9.01,267.09,63642.32,14.92,15,24,0
4628.18,60,10.7,1496.99,53214.44,23.03,15,10,1
23981.43,60,9.71,188.03,231526.37,4.58,11,12,1
21752.6,36,17.9,922.43,49937.55,27.93,11,36,1
11388.73,36,15.53,810.6,102724.89,17.81,12,16,1
36078.67,60,19.43,898.75,165404.04,6.39,13,30,1
37167.29,60,9.4,814.63,113857.55,20.38,11,24,1
16701.85,36,5.18,115.13,129815.91,22.96,16,44,1
35721.8,36,18.61,1494.01,204603.01,13.85,8,44,1
15974.01,60,7.3,1472.48,249823.93,35.99,12,17,0
29735.86,36,9.93,800.8,127460.09,27.89,21,28,1
19561.75,36,11.11,336.27,107130.21,26.45,24,38,1
5780.74,60,19.94,298.92,113555.47,2.13,15,12,0
37189.43,60,17.52,113.86,104894.97,20.07,12,20,0
18709.77,36,8.69,929.43,128967.42,34.03,15,25,0
29644.99,36,16.96,733.01,96614.88,26.73,12,26,0
15319.78,60,19.16,641.98,126401.8,9.31,8,35,1
1736.35,36,12.78,802.06,237455.15,34.45,13,25,1
4920.68,60,9.92,1313.09,85829.04,14.78,18,15,1
20352.56,36,18.58,133.96,169931.19,36.6,8,25,1
27908.61,36,17.22,829.81,131994.72,20.49,14,48,0
14054.68,36,6.56,1060.49,188451.16,31.46,19,28,1
28124.05,60,18.33,1456.91,128627.17,24.48,24,21,1
28246.79,60,14.77,1117.35,56924.73,11.66,10,9,1
28453.5,36,20.07,835.73,220656.31,26.15,5,15,1
20208.35,36,8.81,1157.15,175426.43,0.38,9,12,1
36680.56,60,10.16,1495.68,140950.29,33.41,7,10,1
20078.66,60,15.87,1336.44,211149.26,38.63,20,13,1
18560.34,36,14.63,160.97,244522.69,8.28,24,33,1
8775.85,60,12.73,875.0,114161.85,35.35,13,43,1
12998.55,60,19.92,1186.12,101204.08,6.71,23,10,1
2651.05,36,16.3,1017.66,193326.22,19.66,14,10,1
25707.88,36,19.21,642.94,124559.27,11.7,20,24,1
10692.89,60,8.07,503.99,39726.84,7.67,3,31,1
12862.05,60,19.58,951.7,101515.43,30.23,7,19,1
31061.77,36,14.23,636.18,205985.38,32.26,10,28,1
13761.63,60,5.68,606.24,182539.66,33.54,13,12,1
10445.64,36,9.69,1260.01,218454.05,0.34,16,38,1
7593.25,36,5.52,494.01,53724.1,33.91,6,29,1
31219.48,60,14.14,978.04,76101.97,2.06,7,7,1
6058.54,36,11.52,1313.95,69389.11,17.94,19,16,1
18696.4,36,24.75,944.0,243406.55,7.01,11,33,1
20770.27,36,22.37,754.4,58852.61,36.27,22,13,1
27808.21,36,21.51,81.89,157523.91,23.07,21,23,1
25698.06,36,15.02,1031.91,165570.13,18.74,12,46,1
32618.11,60,21.14,1496.36,162345.49,17.77,10,29,1
2745.31,36,10.34,1218.39,179082.5,16.18,5,38,1
12561.19,36,16.21,962.67,131301.98,18.96,9,33,1
11925.23,36,12.86,719.64,39248.3,22.63,12,27,1
6694.66,60,8.43,359.76,181284.31,32.68,10,42,1
12277.95,36,6.45,1047.4,84654.12,9.51,3,23,0
13080.85,36,16.16,290.63,37450.55,32.17,10,19,1
21353.49,36,6.95,1333.96,59050.78,33.22,7,14,1
26884.47,36,19.36,550.36,86060.51,34.05,8,17,1
15862.92,60,23.43,617.7,119461.1,37.66,5,42,1
29059.34,60,8.24,347.58,218104.41,38.26,20,9,1
14110.45,36,14.42,738.04,143395.59,4.32,7,49,1
12321.06,60,19.78,1030.27,128552.47,35.11,2,20,0
22106.33,60,10.74,475.09,63989.29,33.82,13,32,1
1924.94,60,23.42,1061.7,240630.43,15.1,20,34,1
4111.78,36,22.77,942.26,228958.66,27.65,19,13,1
17300.81,36,7.08,577.41,207697.76,37.07,5,15,0
37773.6,36,5.55,489.82,94324.78,3.65,24,29,1
29138.96,36,24.53,1296.15,149174.35,14.18,20,41,0
4436.94,36,24.13,47.54,109434.81,38.96,5,22,1
34006.4,36,13.45,1082.38,112670.25,21.93,9,16,1
29559.73,60,6.01,643.36,36590.21,3.67,15,6,1
24826.91,60,17.38,1085.01,52210.25,38.44,2,5,1
32991.43,60,10.87,776.04,241068.82,36.11,3,21,1
16760.28,60,23.73,153.28,160319.28,32.26,11,28,1
9638.54,60,20.89,1473.62,21451.21,31.74,14,41,1
20968.91,36,17.99,156.49,206112.77,19.44,22,40,1
22404.83,36,10.69,262.9,40019.57,35.01,8,33,1
21994.73,60,19.03,647.89,182875.82,12.23,8,48,1
23037.88,36,10.78,1418.6,162795.27,14.34,22,24,0
37999.49,36,5.75,460.82,34478.79,8.64,2,12,1
36187.58,36,15.17,865.93,142116.01,16.13,16,12,1
35152.96,36,14.77,796.51,,9.35,18,26,1
32255.26,36,20.26,515.32,34809.64,13.59,23,29,1
37793.7,60,22.31,1053.61,31771.13,27.62,18,13,1
4841.29,60,12.09,767.15,78751.48,17.2,22,21,0
11339.81,60,13.99,880.08,204406.93,30.71,21,21,1
20307.18,36,14.41,338.93,103364.59,19.16,3,27,1
34014.85,36,11.48,1392.03,167093.8,5.57,10,28,1
20701.46,36,19.87,192.54,48715.27,29.68,13,46,1
30173.35,36,15.44,1044.7,234558.89,2.64,20,7,1
6419.44,60,23.28,1332.27,135975.38,37.7,14,19,1
10844.14,36,18.01,153.51,25656.83,33.64,20,49,1
29539.27,60,9.24,72.27,143603.53,38.52,11,6,1
7424.63,60,8.3,519.74,62441.93,9.95,8,41,1
14702.88,60,12.45,1191.22,65037.78,19.25,13,14,1
11329.78,60,11.94,1084.53,158086.14,7.72,11,35,0
14644.61,36,13.14,1238.57,72068.2,16.9,3,17,1
28624.64,36,8.67,614.32,69215.65,9.75,2,17,0
15346.04,60,24.56,1490.83,144420.76,34.11,16,31,1
22655.27,36,7.91,568.18,74155.67,4.86,4,8,1
4897.34,36,18.05,1213.91,45417.9,,23,24,1
32395.69,36,5.26,545.69,113899.09,10.56,3,22,1
15425.66,60,13.14,351.11,31959.64,29.53,15,5,0
26292.83,60,11.18,524.9,228224.31,25.21,2,47,1
29290.19,60,12.64,313.24,123853.61,5.45,3,37,1
9176.78,60,14.96,219.79,23011.78,24.23,15,47,1
35502.32,60,17.01,565.03,71669.98,33.86,20,22,1
25032.75,60,16.67,245.79,240298.1,18.09,5,30,1
17720.28,60,17.61,768.42,134169.91,24.47,12,20,1
8111.07,36,21.89,82.06,102544.62,21.28,6,47,1
37749.74,60,22.73,664.05,92475.65,14.31,10,38,0
30447.66,36,19.75,1438.27,115903.25,0.1,11,48,1
9112.96,60,6.58,557.5,68705.81,7.45,16,17,1
14170.72,36,24.23,232.33,192299.22,37.89,10,5,1
32577.3,36,23.95,478.64,136910.2,14.19,7,48,1
28131.43,36,19.23,1193.18,192829.74,11.88,20,42,1
30865.59,36,15.35,491.08,78507.8,24.56,3,12,0
18206.84,60,10.01,593.74,20334.06,36.15,7,41,0
28942.57,60,20.13,1189.52,242232.67,12.1,4,32,1
16073.26,60,22.56,413.02,137775.2,8.92,21,23,1
9239.25,60,18.3,733.09,38340.03,36.08,9,29,1
25674.4,60,17.58,122.86,43862.78,30.94,2,25,1
39064.54,60,8.86,285.88,119975.97,28.1,11,42,0
13113.44,60,12.16,337.89,179910.77,22.29,20,23,1
18977.81,60,19.46,711.46,,17.02,6,44,0
27286.05,60,5.34,1236.84,208635.07,25.51,8,19,1
22118.75,60,17.83,551.13,95683.68,,4,27,0
33893.68,60,20.33,589.32,30489.24,32.69,9,35,1
30707.97,36,11.69,472.48,21906.97,16.66,10,39,1
3273.59,36,6.52,501.12,217672.19,30.19,19,39,1
39938.43,36,21.38,623.15,246426.32,32.47,8,12,1
30343.7,36,7.84,1352.12,50543.74,3.01,22,16,1
34692.23,36,12.42,65.83,34269.38,27.02,7,34,0
26396.71,60,19.15,948.14,230313.76,12.11,6,46,1
34395.12,60,21.34,1334.89,43173.97,14.35,3,22,1
5382.94,36,22.25,642.93,72532.96,29.34,24,49,1
14561.78,60,15.61,986.84,204378.83,38.3,22,35,0
35180.42,36,14.52,891.0,249536.39,32.15,2,35,0
8864.55,60,21.97,527.79,131783.19,11.67,21,15,1
4051.44,60,16.26,232.0,68477.28,28.31,23,29,0
31736.64,36,16.57,352.84,214975.14,13.11,6,22,1
33583.96,36,13.68,114.44,110691.65,17.58,4,20,0
7343.44,36,12.46,1154.15,82707.72,4.92,3,48,1
34319.49,60,14.61,813.23,132795.81,33.37,3,11,1
27783.94,36,12.3,1184.88,216833.6,25.88,20,19,1
21283.22,60,11.87,456.59,,34.52,4,21,1
33379.76,60,24.87,1212.87,117481.95,8.94,4,16,1
17350.72,60,11.72,484.53,122176.05,5.17,20,15,1
8565.76,60,10.13,208.36,211535.77,32.62,14,14,1
12109.25,36,12.08,814.7,175481.19,35.16,9,33,1
20701.4,36,16.82,1419.58,199511.92,6.88,23,36,1
21721.9,36,23.22,639.16,179478.73,25.68,21,22,1
32417.65,36,20.76,787.62,156315.46,6.6,4,25,0
31862.76,60,21.84,693.4,50454.12,0.58,18,46,1
23673.3,36,22.18,702.43,211578.31,21.69,20,32,0
31450.63,36,23.41,345.1,159674.1,38.01,22,18,1
8479.16,36,9.7,651.05,181269.47,23.62,14,32,1
2952.52,36,14.17,760.44,,,12,20,1
35071.72,60,12.7,1124.94,91690.97,11.28,2,17,1
3946.63,60,12.64,235.55,120582.32,11.26,2,34,1
10620.85,60,18.05,870.27,144496.85,10.52,23,41,1
28117.44,60,13.04,1003.42,98849.17,8.37,19,23,0
16968.47,36,17.33,592.71,79463.47,2.66,19,22,1
35176.24,60,12.65,837.27,198671.53,30.28,23,10,1
12621.21,36,11.22,1074.79,193358.38,12.61,11,30,1
1462.98,36,12.06,713.7,211313.84,6.24,23,33,1
12725.57,36,21.08,520.03,180239.85,24.17,11,24,1
23544.93,36,17.02,1242.31,91697.28,37.37,21,41,1
15661.6,60,24.48,1483.56,95210.52,27.54,12,16,1
21860.04,60,21.65,348.45,141392.66,7.67,14,44,1
35187.33,36,14.72,1337.41,212186.96,16.56,3,32,0
36586.92,60,9.85,831.78,99647.43,33.01,21,22,1
11372.99,60,18.48,688.45,196165.97,2.03,8,10,0
19023.48,36,19.53,1342.95,90309.3,13.46,23,6,1
22416.62,36,14.28,1368.2,97860.84,15.51,18,13,1
38015.39,60,9.6,430.81,193044.15,18.1,14,34,0
39946.08,36,16.14,556.81,176072.33,22.35,18,16,1
10180.88,60,10.08,1282.33,67892.53,19.75,22,9,1
29352.21,36,23.8,751.51,210214.88,6.51,6,43,1
15743.21,36,17.58,453.4,200460.39,16.68,17,6,1
1316.22,36,10.84,1444.4,203406.16,14.76,21,42,1
1360.85,36,9.31,349.05,128180.77,37.17,24,12,1
18962.07,60,19.33,927.2,95587.11,29.71,11,10,0
20045.06,60,19.16,659.04,215449.82,34.64,17,15,1
1880.22,60,16.94,693.41,155288.98,28.39,7,35,0
27790.17,60,17.29,185.8,234125.26,2.27,15,14,1
12466.13,36,17.08,407.99,78380.22,18.96,17,41,1
22835.83,36,12.2,275.49,244394.12,31.12,17,26,0
12735.84,60,23.75,1131.95,107220.15,23.66,4,37,1
7518.24,60,14.59,1055.68,108428.52,30.34,5,13,1
16879.78,60,5.41,1197.33,74927.83,38.48,16,40,1
10058.66,60,11.97,1057.92,241955.83,9.9,6,27,1
21857.24,60,7.61,219.2,29134.27,39.34,16,35,1
8754.31,36,12.27,1468.53,128872.26,4.82,11,25,0
20827.83,60,17.17,307.12,104060.77,36.8,19,7,1
7137.76,60,5.45,545.16,56630.56,7.73,20,15,1
27168.01,36,22.4,1069.11,,28.78,21,34,1
30403.57,36,17.21,236.46,226613.85,31.33,20,29,1
5305.38,60,10.91,280.64,76020.93,32.45,16,32,1
19244.29,60,11.22,1318.57,134460.69,17.51,13,49,0
3764.0,60,14.31,518.06,152989.21,6.77,24,29,0
24329.12,36,9.96,1008.41,109812.46,31.84,24,21,1
11311.77,60,5.09,1292.36,231953.77,25.78,24,27,1
21577.35,60,5.53,1460.61,126148.72,10.32,6,40,1
21180.98,36,12.15,339.12,246039.46,15.7,12,49,1
37049.82,36,7.48,210.7,87897.18,11.9,5,43,0
22414.25,36,5.45,1118.88,36846.88,36.59,23,6,1
23736.94,36,22.19,306.66,152242.47,32.15,10,15,1
16664.47,60,10.48,882.88,209368.21,35.3,16,16,1
38014.1,36,15.06,812.99,109330.03,2.06,23,8,0
31310.25,36,8.59,853.09,62572.74,26.44,15,25,1
12130.81,36,5.93,985.2,189795.2,10.7,16,42,1
33924.17,60,19.9,1280.81,82303.57,29.93,7,9,1
17863.46,36,7.5,429.57,197039.67,35.64,15,6,1
33318.02,60,5.51,846.21,80333.95,30.64,22,39,1
33092.63,36,16.74,524.93,148176.29,36.43,24,39,0
8365.94,60,5.27,498.54,224165.74,15.95,14,30,0
28344.5,60,13.73,60.02,67061.93,24.97,4,18,1
12335.08,60,10.78,911.12,208759.73,18.99,7,45,1
12602.21,36,11.39,1459.58,81048.82,33.2,7,27,1
12557.57,60,5.08,1149.05,171952.92,22.52,7,37,1
29297.16,36,24.29,386.91,76053.94,28.39,6,17,0
9963.22,36,15.34,1082.7,46350.94,25.24,17,29,1
1035.33,60,16.45,467.04,172725.35,34.49,7,22,1
28894.24,36,18.32,1137.86,156824.28,21.13,18,25,1
7676.21,60,20.95,1286.75,112341.22,4.35,2,42,1
